concept_path,concept_cd
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(404) Hypertensive heart and rena~/(404-9) Hypertensive heart and re~/(404-91) Hypertensive heart and r~/,ICD9:404.91
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(404) Hypertensive heart and rena~/(404-9) Hypertensive heart and re~/(404-92) Hypertensive heart and r~/,ICD9:404.92
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(404) Hypertensive heart and rena~/(404-9) Hypertensive heart and re~/(404-93) Hypertensive heart and r~/,ICD9:404.93
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/,ICD9:405
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-0) Malignant secondary hyper~/,ICD9:405.0
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-0) Malignant secondary hyper~/(405-09) Other malignant secondar~/,ICD9:405.09
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-1) Benign secondary hyperten~/,ICD9:405.1
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-1) Benign secondary hyperten~/(405-19) Other benign secondary h~/,ICD9:405.19
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-9) Unspecified secondary hyp~/,ICD9:405.9
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-9) Unspecified secondary hyp~/(405-91) Unspecified renovascular~/,ICD9:405.91
/Diagnoses/Circulatory system (390-459)/Hypertensive disease (401-405)/(405) Secondary hypertension/(405-9) Unspecified secondary hyp~/(405-99) Other unspecified second~/,ICD9:405.99
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/,ICD9:410
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-0) Acute myocardial infarcti~/(410-00) Acute myocardial infarct~/,ICD9:410.00
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-0) Acute myocardial infarcti~/(410-01) Acute myocardial infarct~/,ICD9:410.01
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-0) Acute myocardial infarcti~/(410-02) Acute myocardial infarct~/,ICD9:410.02
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-1) Acute myocardial infarcti~/(410-10) Acute myocardial infarct~/,ICD9:410.10
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-1) Acute myocardial infarcti~/(410-11) Acute myocardial infarct~/,ICD9:410.11
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-1) Acute myocardial infarcti~/(410-12) Acute myocardial infarct~/,ICD9:410.12
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-2) Acute myocardial infarcti~/(410-20) Acute myocardial infarct~/,ICD9:410.20
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-2) Acute myocardial infarcti~/(410-21) Acute myocardial infarct~/,ICD9:410.21
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-2) Acute myocardial infarcti~/(410-22) Acute myocardial infarct~/,ICD9:410.22
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-3) Acute myocardial infarcti~/,ICD9:410.3
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-3) Acute myocardial infarcti~/(410-30) Acute myocardial infarct~/,ICD9:410.30
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-3) Acute myocardial infarcti~/(410-31) Acute myocardial infarct~/,ICD9:410.31
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-3) Acute myocardial infarcti~/(410-32) Acute myocardial infarct~/,ICD9:410.32
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-4) Acute myocardial infarcti~/(410-40) Acute myocardial infarct~/,ICD9:410.40
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-4) Acute myocardial infarcti~/(410-41) Acute myocardial infarct~/,ICD9:410.41
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-4) Acute myocardial infarcti~/(410-42) Acute myocardial infarct~/,ICD9:410.42
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-5) Acute myocardial infarcti~/,ICD9:410.5
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-5) Acute myocardial infarcti~/(410-50) Acute myocardial infarct~/,ICD9:410.50
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-5) Acute myocardial infarcti~/(410-51) Acute myocardial infarct~/,ICD9:410.51
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-5) Acute myocardial infarcti~/(410-52) Acute myocardial infarct~/,ICD9:410.52
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-6) Acute myocardial infarcti~/,ICD9:410.6
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-6) Acute myocardial infarcti~/(410-60) Acute myocardial infarct~/,ICD9:410.60
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-6) Acute myocardial infarcti~/(410-61) Acute myocardial infarct~/,ICD9:410.61
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-6) Acute myocardial infarcti~/(410-62) Acute myocardial infarct~/,ICD9:410.62
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-7) Acute myocardial infarcti~/(410-70) Acute myocardial infarct~/,ICD9:410.70
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-7) Acute myocardial infarcti~/(410-71) Acute myocardial infarct~/,ICD9:410.71
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-7) Acute myocardial infarcti~/(410-72) Acute myocardial infarct~/,ICD9:410.72
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-8) Acute myocardial infarcti~/(410-80) Acute myocardial infarct~/,ICD9:410.80
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-8) Acute myocardial infarcti~/(410-81) Acute myocardial infarct~/,ICD9:410.81
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-8) Acute myocardial infarcti~/(410-82) Acute myocardial infarct~/,ICD9:410.82
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-9) Acute myocardial infarcti~/(410-90) Acute myocardial infarct~/,ICD9:410.90
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-9) Acute myocardial infarcti~/(410-91) Acute myocardial infarct~/,ICD9:410.91
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(410) Acute myocardial infarction/(410-9) Acute myocardial infarcti~/(410-92) Acute myocardial infarct~/,ICD9:410.92
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(411) Other acute and subacute fo~/,ICD9:411
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(411) Other acute and subacute fo~/(411-8) Other acute and subacute ~/(411-81) Coronary occlusion witho~/,ICD9:411.81
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(411) Other acute and subacute fo~/(411-8) Other acute and subacute ~/(411-89) Other acute and subacute~/,ICD9:411.89
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/,ICD9:414
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-00) Coronary atherosclerosis~/,ICD9:414.00
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-01) Coronary atherosclerosis~/,ICD9:414.01
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-02) Coronary atherosclerosis~/,ICD9:414.02
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-03) Coronary atherosclerosis~/,ICD9:414.03
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-04) Coronary atherosclerosis~/,ICD9:414.04
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-05) Coronary atherosclerosis~/,ICD9:414.05
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-0) Coronary atherosclerosis/(414-06) Coronary atherosclerosis~/,ICD9:414.06
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-1) Aneurysm of heart/,ICD9:414.1
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-1) Aneurysm of heart/(414-11) Aneurysm of coronary ves~/,ICD9:414.11
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-1) Aneurysm of heart/(414-12) Dissection of cor~/,ICD9:414.12
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-1) Aneurysm of heart/(414-19) Other aneurysm of heart/,ICD9:414.19
/Diagnoses/Circulatory system (390-459)/Ischemic heart disease (410-414)/(414) Other forms of chronic isch~/(414-9) Chronic ischemic heart di~/(414-90) Chronic ischemic heart d~/,ICD9:414.90
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(420) Acute pericarditis/(420-0) Acute pericarditis in dis~/,ICD9:420.0
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(420) Acute pericarditis/(420-9) Other and unspecified acu~/,ICD9:420.9
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(420) Acute pericarditis/(420-9) Other and unspecified acu~/(420-90) Acute pericarditis, unsp~/,ICD9:420.90
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(420) Acute pericarditis/(420-9) Other and unspecified acu~/(420-99) Other acute pericarditis/,ICD9:420.99
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(421) Acute and subacute endocard~/,ICD9:421
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(421) Acute and subacute endocard~/(421-1) Acute and subacute infect~/,ICD9:421.1
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/,ICD9:422
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/(422-0) Acute myocarditis in dise~/,ICD9:422.0
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/(422-9) Other and unspecified acu~/,ICD9:422.9
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/(422-9) Other and unspecified acu~/(422-92) Septic myocarditis/,ICD9:422.92
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/(422-9) Other and unspecified acu~/(422-93) Toxic myocarditis/,ICD9:422.93
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(422) Acute myocarditis/(422-9) Other and unspecified acu~/(422-99) Other acute myocarditis/,ICD9:422.99
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(423) Other diseases of pericardi~/,ICD9:423
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(423) Other diseases of pericardi~/(423-0) Hemopericardium/,ICD9:423.0
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(424) Other diseases of endocardi~/,ICD9:424
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(424) Other diseases of endocardi~/(424-2) Tricuspid valve disorders~/,ICD9:424.2
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(424) Other diseases of endocardi~/(424-9) Endocarditis, valve unspe~/(424-91) Endocarditis in diseases~/,ICD9:424.91
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(424) Other diseases of endocardi~/(424-9) Endocarditis, valve unspe~/(424-99) Other endocarditis, valv~/,ICD9:424.99
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(425) Cardiomyopathy/,ICD9:425
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(425) Cardiomyopathy/(425-1) Hypertrophic obstructive ~/,ICD9:425.1
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/,ICD9:426
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-1) Atrioventricular block, o~/,ICD9:426.1
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-1) Atrioventricular block, o~/(426-11) First degree atrioventri~/,ICD9:426.11
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-2) Left bundle branch hemibl~/,ICD9:426.2
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-4) Right bundle branch block/,ICD9:426.4
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-5) Bundle branch block, othe~/,ICD9:426.5
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-5) Bundle branch block, othe~/(426-50) Bundle branch block, uns~/,ICD9:426.50
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-5) Bundle branch block, othe~/(426-51) Right bundle branch bloc~/,ICD9:426.51
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-5) Bundle branch block, othe~/(426-52) Right bundle branch bloc~/,ICD9:426.52
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-8) Other specified conductio~/,ICD9:426.8
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-8) Other specified conductio~/(426-81) Lown-Ganong-Levine syndr~/,ICD9:426.81
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(426) Conduction disorders/(426-8) Other specified conductio~/(426-89) Other specified conducti~/,ICD9:426.89
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/,ICD9:427
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-3) Atrial fibrillation and f~/,ICD9:427.3
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-3) Atrial fibrillation and f~/(427-31) Atrial fibrillation/,ICD9:427.31
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-3) Atrial fibrillation and f~/(427-32) Atrial flutter/,ICD9:427.32
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-4) Ventricular fibrillation ~/(427-41) Ventricular fibrillation/,ICD9:427.41
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-4) Ventricular fibrillation ~/(427-42) Ventricular flutter/,ICD9:427.42
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-6) Premature beats/,ICD9:427.6
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(427) Cardiac dysrhythmias/(427-8) Other specified cardiac d~/,ICD9:427.8
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(428) Heart failure/,ICD9:428
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(428) Heart failure/(428-2) Systolic heart failure/,ICD9:428.2
